age,sex,ftotinc,n
82,female,"$90,000 to $94,999",128
82,female,"$95,000 to $99,999",112
82,female,"Less than $14,999",1194
83,male,"$100,000 to $124,999",326
83,male,"$125,000 to $149,999",209
83,male,"$15,000 to $19,999",325
83,male,"$150,000 to $174,999",149
83,male,"$175,000 to $199,999",85
83,male,"$20,000 to $24,999",415
83,male,"$200,000 to $249,999",94
83,male,"$25,000 to $29,999",374
83,male,"$250,000 and above",608
83,male,"$30,000 to $34,999",419
83,male,"$35,000 to $39,999",389
83,male,"$40,000 to $44,999",326
83,male,"$45,000 to $49,999",331
83,male,"$50,000 to $54,999",281
83,male,"$55,000 to $59,999",256
83,male,"$60,000 to $64,999",218
83,male,"$65,000 to $69,999",201
83,male,"$70,000 to $74,999",156
83,male,"$75,000 to $79,999",144
83,male,"$80,000 to $84,999",154
83,male,"$85,000 to $89,999",130
83,male,"$90,000 to $94,999",118
83,male,"$95,000 to $99,999",110
83,male,"Less than $14,999",458
83,female,"$100,000 to $124,999",348
83,female,"$125,000 to $149,999",202
83,female,"$15,000 to $19,999",685
83,female,"$150,000 to $174,999",138
83,female,"$175,000 to $199,999",92
83,female,"$20,000 to $24,999",651
83,female,"$200,000 to $249,999",104
83,female,"$25,000 to $29,999",542
83,female,"$250,000 and above",1021
83,female,"$30,000 to $34,999",517
83,female,"$35,000 to $39,999",424
83,female,"$40,000 to $44,999",369
83,female,"$45,000 to $49,999",325
83,female,"$50,000 to $54,999",305
83,female,"$55,000 to $59,999",255
83,female,"$60,000 to $64,999",238
83,female,"$65,000 to $69,999",229
83,female,"$70,000 to $74,999",159
83,female,"$75,000 to $79,999",143
83,female,"$80,000 to $84,999",126
83,female,"$85,000 to $89,999",124
83,female,"$90,000 to $94,999",93
83,female,"$95,000 to $99,999",110
83,female,"Less than $14,999",1137
84,male,"$100,000 to $124,999",296
84,male,"$125,000 to $149,999",180
84,male,"$15,000 to $19,999",302
84,male,"$150,000 to $174,999",99
84,male,"$175,000 to $199,999",71
84,male,"$20,000 to $24,999",366
84,male,"$200,000 to $249,999",79
84,male,"$25,000 to $29,999",389
84,male,"$250,000 and above",573
84,male,"$30,000 to $34,999",376
84,male,"$35,000 to $39,999",347
84,male,"$40,000 to $44,999",321
84,male,"$45,000 to $49,999",298
84,male,"$50,000 to $54,999",253
84,male,"$55,000 to $59,999",226
84,male,"$60,000 to $64,999",194
84,male,"$65,000 to $69,999",175
84,male,"$70,000 to $74,999",162
84,male,"$75,000 to $79,999",133
84,male,"$80,000 to $84,999",121
84,male,"$85,000 to $89,999",118
84,male,"$90,000 to $94,999",97
84,male,"$95,000 to $99,999",81
84,male,"Less than $14,999",447
84,female,"$100,000 to $124,999",315
84,female,"$125,000 to $149,999",203
84,female,"$15,000 to $19,999",708
84,female,"$150,000 to $174,999",129
84,female,"$175,000 to $199,999",76
84,female,"$20,000 to $24,999",615
84,female,"$200,000 to $249,999",89
84,female,"$25,000 to $29,999",527
84,female,"$250,000 and above",898
84,female,"$30,000 to $34,999",469
84,female,"$35,000 to $39,999",406
84,female,"$40,000 to $44,999",357
84,female,"$45,000 to $49,999",335
84,female,"$50,000 to $54,999",275
84,female,"$55,000 to $59,999",239
84,female,"$60,000 to $64,999",203
84,female,"$65,000 to $69,999",165
84,female,"$70,000 to $74,999",147
84,female,"$75,000 to $79,999",110
84,female,"$80,000 to $84,999",130
84,female,"$85,000 to $89,999",119
84,female,"$90,000 to $94,999",103
84,female,"$95,000 to $99,999",86
84,female,"Less than $14,999",1067
85,male,"$100,000 to $124,999",272
85,male,"$125,000 to $149,999",171
85,male,"$15,000 to $19,999",306
85,male,"$150,000 to $174,999",109
85,male,"$175,000 to $199,999",62
85,male,"$20,000 to $24,999",322
85,male,"$200,000 to $249,999",77
85,male,"$25,000 to $29,999",290
85,male,"$250,000 and above",519
85,male,"$30,000 to $34,999",305
85,male,"$35,000 to $39,999",285
85,male,"$40,000 to $44,999",262
85,male,"$45,000 to $49,999",243
85,male,"$50,000 to $54,999",222
85,male,"$55,000 to $59,999",168
85,male,"$60,000 to $64,999",163
85,male,"$65,000 to $69,999",155
85,male,"$70,000 to $74,999",147
85,male,"$75,000 to $79,999",112
85,male,"$80,000 to $84,999",107
85,male,"$85,000 to $89,999",81
85,male,"$90,000 to $94,999",75
85,male,"$95,000 to $99,999",77
85,male,"Less than $14,999",383
85,female,"$100,000 to $124,999",273
85,female,"$125,000 to $149,999",169
85,female,"$15,000 to $19,999",579
85,female,"$150,000 to $174,999",115
85,female,"$175,000 to $199,999",76
85,female,"$20,000 to $24,999",574
85,female,"$200,000 to $249,999",88
85,female,"$25,000 to $29,999",485
85,female,"$250,000 and above",971
85,female,"$30,000 to $34,999",358
85,female,"$35,000 to $39,999",328
85,female,"$40,000 to $44,999",286
85,female,"$45,000 to $49,999",256
85,female,"$50,000 to $54,999",211
85,female,"$55,000 to $59,999",205
85,female,"$60,000 to $64,999",179
85,female,"$65,000 to $69,999",160
85,female,"$70,000 to $74,999",136
85,female,"$75,000 to $79,999",110
85,female,"$80,000 to $84,999",109
85,female,"$85,000 to $89,999",86
85,female,"$90,000 to $94,999",76
85,female,"$95,000 to $99,999",72
85,female,"Less than $14,999",1041
86,male,"$100,000 to $124,999",227
86,male,"$125,000 to $149,999",122
86,male,"$15,000 to $19,999",284
86,male,"$150,000 to $174,999",96
86,male,"$175,000 to $199,999",68
86,male,"$20,000 to $24,999",299
86,male,"$200,000 to $249,999",65
86,male,"$25,000 to $29,999",286
86,male,"$250,000 and above",457
86,male,"$30,000 to $34,999",267
86,male,"$35,000 to $39,999",268
86,male,"$40,000 to $44,999",254
86,male,"$45,000 to $49,999",209
86,male,"$50,000 to $54,999",198
86,male,"$55,000 to $59,999",195
86,male,"$60,000 to $64,999",130
86,male,"$65,000 to $69,999",152
86,male,"$70,000 to $74,999",107
86,male,"$75,000 to $79,999",104
86,male,"$80,000 to $84,999",91
86,male,"$85,000 to $89,999",86
86,male,"$90,000 to $94,999",60
86,male,"$95,000 to $99,999",74
86,male,"Less than $14,999",342
86,female,"$100,000 to $124,999",259
86,female,"$125,000 to $149,999",146
86,female,"$15,000 to $19,999",592
86,female,"$150,000 to $174,999",90
86,female,"$175,000 to $199,999",72
86,female,"$20,000 to $24,999",548
86,female,"$200,000 to $249,999",87
86,female,"$25,000 to $29,999",449
86,female,"$250,000 and above",1011
86,female,"$30,000 to $34,999",351
86,female,"$35,000 to $39,999",336
86,female,"$40,000 to $44,999",269
86,female,"$45,000 to $49,999",232
86,female,"$50,000 to $54,999",210
86,female,"$55,000 to $59,999",170
86,female,"$60,000 to $64,999",151
86,female,"$65,000 to $69,999",149
86,female,"$70,000 to $74,999",127
86,female,"$75,000 to $79,999",107
86,female,"$80,000 to $84,999",104
86,female,"$85,000 to $89,999",87
86,female,"$90,000 to $94,999",62
86,female,"$95,000 to $99,999",75
86,female,"Less than $14,999",929
87,male,"$100,000 to $124,999",232
87,male,"$125,000 to $149,999",118
87,male,"$15,000 to $19,999",247
87,male,"$150,000 to $174,999",96
87,male,"$175,000 to $199,999",42
87,male,"$20,000 to $24,999",281
87,male,"$200,000 to $249,999",57
87,male,"$25,000 to $29,999",262
87,male,"$250,000 and above",505
87,male,"$30,000 to $34,999",254
87,male,"$35,000 to $39,999",258
87,male,"$40,000 to $44,999",206
87,male,"$45,000 to $49,999",205
87,male,"$50,000 to $54,999",166
87,male,"$55,000 to $59,999",175
87,male,"$60,000 to $64,999",151
87,male,"$65,000 to $69,999",118
87,male,"$70,000 to $74,999",97
87,male,"$75,000 to $79,999",78
87,male,"$80,000 to $84,999",92
87,male,"$85,000 to $89,999",78
87,male,"$90,000 to $94,999",70
87,male,"$95,000 to $99,999",79
87,male,"Less than $14,999",302
87,female,"$100,000 to $124,999",237
87,female,"$125,000 to $149,999",144
87,female,"$15,000 to $19,999",560
87,female,"$150,000 to $174,999",87
87,female,"$175,000 to $199,999",50
87,female,"$20,000 to $24,999",518
87,female,"$200,000 to $249,999",63
87,female,"$25,000 to $29,999",405
87,female,"$250,000 and above",936
87,female,"$30,000 to $34,999",361
87,female,"$35,000 to $39,999",305
87,female,"$40,000 to $44,999",238
87,female,"$45,000 to $49,999",220
87,female,"$50,000 to $54,999",186
87,female,"$55,000 to $59,999",167
87,female,"$60,000 to $64,999",125
87,female,"$65,000 to $69,999",119
87,female,"$70,000 to $74,999",99
87,female,"$75,000 to $79,999",99
87,female,"$80,000 to $84,999",83
87,female,"$85,000 to $89,999",63
87,female,"$90,000 to $94,999",68
87,female,"$95,000 to $99,999",55
87,female,"Less than $14,999",863
88,male,"$100,000 to $124,999",183
88,male,"$125,000 to $149,999",114
88,male,"$15,000 to $19,999",221
88,male,"$150,000 to $174,999",70
88,male,"$175,000 to $199,999",43
88,male,"$20,000 to $24,999",226
88,male,"$200,000 to $249,999",60
88,male,"$25,000 to $29,999",250
88,male,"$250,000 and above",497
88,male,"$30,000 to $34,999",265
88,male,"$35,000 to $39,999",220
88,male,"$40,000 to $44,999",178
88,male,"$45,000 to $49,999",153
88,male,"$50,000 to $54,999",178
88,male,"$55,000 to $59,999",127
88,male,"$60,000 to $64,999",106
88,male,"$65,000 to $69,999",99
88,male,"$70,000 to $74,999",106
88,male,"$75,000 to $79,999",86
88,male,"$80,000 to $84,999",74
88,male,"$85,000 to $89,999",66
88,male,"$90,000 to $94,999",72
88,male,"$95,000 to $99,999",47
88,male,"Less than $14,999",284
88,female,"$100,000 to $124,999",183
88,female,"$125,000 to $149,999",120
88,female,"$15,000 to $19,999",585
88,female,"$150,000 to $174,999",72
88,female,"$175,000 to $199,999",51
88,female,"$20,000 to $24,999",448
88,female,"$200,000 to $249,999",71
88,female,"$25,000 to $29,999",358
88,female,"$250,000 and above",998
88,female,"$30,000 to $34,999",307
88,female,"$35,000 to $39,999",270
88,female,"$40,000 to $44,999",213
88,female,"$45,000 to $49,999",187
88,female,"$50,000 to $54,999",146
88,female,"$55,000 to $59,999",118
88,female,"$60,000 to $64,999",139
88,female,"$65,000 to $69,999",101
88,female,"$70,000 to $74,999",91
88,female,"$75,000 to $79,999",93
88,female,"$80,000 to $84,999",75
88,female,"$85,000 to $89,999",82
88,female,"$90,000 to $94,999",55
88,female,"$95,000 to $99,999",63
88,female,"Less than $14,999",790
89,male,"$100,000 to $124,999",128
89,male,"$125,000 to $149,999",94
89,male,"$15,000 to $19,999",166
89,male,"$150,000 to $174,999",58
89,male,"$175,000 to $199,999",45
89,male,"$20,000 to $24,999",220
89,male,"$200,000 to $249,999",41
89,male,"$25,000 to $29,999",239
89,male,"$250,000 and above",447
89,male,"$30,000 to $34,999",193
89,male,"$35,000 to $39,999",185
89,male,"$40,000 to $44,999",145
89,male,"$45,000 to $49,999",153
89,male,"$50,000 to $54,999",123
89,male,"$55,000 to $59,999",115
89,male,"$60,000 to $64,999",98
89,male,"$65,000 to $69,999",93
89,male,"$70,000 to $74,999",84
89,male,"$75,000 to $79,999",64
89,male,"$80,000 to $84,999",63
89,male,"$85,000 to $89,999",49
89,male,"$90,000 to $94,999",34
89,male,"$95,000 to $99,999",50
89,male,"Less than $14,999",258
89,female,"$100,000 to $124,999",162
89,female,"$125,000 to $149,999",121
89,female,"$15,000 to $19,999",502
89,female,"$150,000 to $174,999",73
89,female,"$175,000 to $199,999",35
89,female,"$20,000 to $24,999",416
89,female,"$200,000 to $249,999",49
89,female,"$25,000 to $29,999",321
89,female,"$250,000 and above",975
89,female,"$30,000 to $34,999",270
89,female,"$35,000 to $39,999",238
89,female,"$40,000 to $44,999",201
89,female,"$45,000 to $49,999",171
89,female,"$50,000 to $54,999",142
89,female,"$55,000 to $59,999",119
89,female,"$60,000 to $64,999",116
89,female,"$65,000 to $69,999",85
89,female,"$70,000 to $74,999",92
89,female,"$75,000 to $79,999",78
89,female,"$80,000 to $84,999",68
89,female,"$85,000 to $89,999",46
89,female,"$90,000 to $94,999",56
89,female,"$95,000 to $99,999",52
89,female,"Less than $14,999",762
90,male,"$100,000 to $124,999",104
90,male,"$125,000 to $149,999",73
90,male,"$15,000 to $19,999",130
90,male,"$150,000 to $174,999",47
90,male,"$175,000 to $199,999",32
90,male,"$20,000 to $24,999",156
90,male,"$200,000 to $249,999",29
90,male,"$25,000 to $29,999",145
90,male,"$250,000 and above",362
90,male,"$30,000 to $34,999",150
90,male,"$35,000 to $39,999",143
90,male,"$40,000 to $44,999",119
90,male,"$45,000 to $49,999",91
90,male,"$50,000 to $54,999",98
90,male,"$55,000 to $59,999",66
90,male,"$60,000 to $64,999",59
90,male,"$65,000 to $69,999",51
90,male,"$70,000 to $74,999",44
90,male,"$75,000 to $79,999",41
90,male,"$80,000 to $84,999",40
90,male,"$85,000 to $89,999",39
90,male,"$90,000 to $94,999",25
90,male,"$95,000 to $99,999",36
90,male,"Less than $14,999",193
90,female,"$100,000 to $124,999",134
90,female,"$125,000 to $149,999",83
90,female,"$15,000 to $19,999",373
90,female,"$150,000 to $174,999",52
90,female,"$175,000 to $199,999",30
90,female,"$20,000 to $24,999",333
90,female,"$200,000 to $249,999",53
90,female,"$25,000 to $29,999",277
90,female,"$250,000 and above",912
90,female,"$30,000 to $34,999",213
90,female,"$35,000 to $39,999",181
90,female,"$40,000 to $44,999",141
90,female,"$45,000 to $49,999",136
90,female,"$50,000 to $54,999",117
90,female,"$55,000 to $59,999",101
90,female,"$60,000 to $64,999",84
90,female,"$65,000 to $69,999",57
90,female,"$70,000 to $74,999",62
90,female,"$75,000 to $79,999",57
90,female,"$80,000 to $84,999",59
90,female,"$85,000 to $89,999",40
90,female,"$90,000 to $94,999",52
90,female,"$95,000 to $99,999",41
90,female,"Less than $14,999",561
91,male,"$100,000 to $124,999",66
91,male,"$125,000 to $149,999",39
91,male,"$15,000 to $19,999",104
91,male,"$150,000 to $174,999",33
91,male,"$175,000 to $199,999",18
91,male,"$20,000 to $24,999",116
91,male,"$200,000 to $249,999",23
91,male,"$25,000 to $29,999",112
91,male,"$250,000 and above",296
91,male,"$30,000 to $34,999",106
91,male,"$35,000 to $39,999",92
91,male,"$40,000 to $44,999",72
91,male,"$45,000 to $49,999",77
91,male,"$50,000 to $54,999",58
91,male,"$55,000 to $59,999",56
91,male,"$60,000 to $64,999",53
91,male,"$65,000 to $69,999",49
91,male,"$70,000 to $74,999",47
91,male,"$75,000 to $79,999",28
91,male,"$80,000 to $84,999",35
91,male,"$85,000 to $89,999",27
91,male,"$90,000 to $94,999",17
91,male,"$95,000 to $99,999",19
91,male,"Less than $14,999",132
91,female,"$100,000 to $124,999",107
91,female,"$125,000 to $149,999",60
91,female,"$15,000 to $19,999",278
91,female,"$150,000 to $174,999",46
91,female,"$175,000 to $199,999",32
91,female,"$20,000 to $24,999",249
91,female,"$200,000 to $249,999",28
91,female,"$25,000 to $29,999",182
91,female,"$250,000 and above",834
91,female,"$30,000 to $34,999",168
91,female,"$35,000 to $39,999",131
91,female,"$40,000 to $44,999",114
91,female,"$45,000 to $49,999",87
91,female,"$50,000 to $54,999",86
91,female,"$55,000 to $59,999",62
91,female,"$60,000 to $64,999",51
91,female,"$65,000 to $69,999",59
91,female,"$70,000 to $74,999",53
91,female,"$75,000 to $79,999",46
91,female,"$80,000 to $84,999",49
91,female,"$85,000 to $89,999",36
91,female,"$90,000 to $94,999",29
91,female,"$95,000 to $99,999",20
91,female,"Less than $14,999",411
92,male,"$100,000 to $124,999",24
92,male,"$125,000 to $149,999",22
92,male,"$15,000 to $19,999",37
92,male,"$150,000 to $174,999",5
92,male,"$175,000 to $199,999",13
92,male,"$20,000 to $24,999",53
92,male,"$200,000 to $249,999",9
92,male,"$25,000 to $29,999",49
92,male,"$250,000 and above",143
92,male,"$30,000 to $34,999",42
92,male,"$35,000 to $39,999",40
92,male,"$40,000 to $44,999",29
92,male,"$45,000 to $49,999",30
92,male,"$50,000 to $54,999",36
92,male,"$55,000 to $59,999",15
92,male,"$60,000 to $64,999",32
92,male,"$65,000 to $69,999",19
92,male,"$70,000 to $74,999",17
92,male,"$75,000 to $79,999",15
92,male,"$80,000 to $84,999",5
92,male,"$85,000 to $89,999",11
92,male,"$90,000 to $94,999",12
92,male,"$95,000 to $99,999",11
92,male,"Less than $14,999",64
92,female,"$100,000 to $124,999",49
92,female,"$125,000 to $149,999",29
92,female,"$15,000 to $19,999",128
92,female,"$150,000 to $174,999",21
92,female,"$175,000 to $199,999",11
92,female,"$20,000 to $24,999",112
92,female,"$200,000 to $249,999",18
92,female,"$25,000 to $29,999",79
92,female,"$250,000 and above",330
92,female,"$30,000 to $34,999",80
92,female,"$35,000 to $39,999",47
92,female,"$40,000 to $44,999",40
92,female,"$45,000 to $49,999",30
92,female,"$50,000 to $54,999",40
92,female,"$55,000 to $59,999",33
92,female,"$60,000 to $64,999",23
92,female,"$65,000 to $69,999",30
92,female,"$70,000 to $74,999",16
92,female,"$75,000 to $79,999",15
92,female,"$80,000 to $84,999",18
92,female,"$85,000 to $89,999",15
92,female,"$90,000 to $94,999",9
92,female,"$95,000 to $99,999",11
92,female,"Less than $14,999",205
93,male,"$100,000 to $124,999",48
93,male,"$125,000 to $149,999",38
93,male,"$15,000 to $19,999",68
93,male,"$150,000 to $174,999",22
93,male,"$175,000 to $199,999",11
93,male,"$20,000 to $24,999",69
93,male,"$200,000 to $249,999",15
93,male,"$25,000 to $29,999",63
93,male,"$250,000 and above",178
93,male,"$30,000 to $34,999",57
93,male,"$35,000 to $39,999",47
93,male,"$40,000 to $44,999",50
93,male,"$45,000 to $49,999",44
93,male,"$50,000 to $54,999",36
93,male,"$55,000 to $59,999",39
93,male,"$60,000 to $64,999",22
93,male,"$65,000 to $69,999",32
93,male,"$70,000 to $74,999",19
93,male,"$75,000 to $79,999",22
93,male,"$80,000 to $84,999",25
93,male,"$85,000 to $89,999",9
93,male,"$90,000 to $94,999",14
93,male,"$95,000 to $99,999",12
93,male,"Less than $14,999",81
93,female,"$100,000 to $124,999",91
93,female,"$125,000 to $149,999",40
93,female,"$15,000 to $19,999",189
93,female,"$150,000 to $174,999",47
93,female,"$175,000 to $199,999",19
93,female,"$20,000 to $24,999",164
93,female,"$200,000 to $249,999",18
93,female,"$25,000 to $29,999",107
93,female,"$250,000 and above",633
93,female,"$30,000 to $34,999",123
93,female,"$35,000 to $39,999",106
93,female,"$40,000 to $44,999",72
93,female,"$45,000 to $49,999",79
93,female,"$50,000 to $54,999",60
93,female,"$55,000 to $59,999",51
93,female,"$60,000 to $64,999",46
93,female,"$65,000 to $69,999",47
93,female,"$70,000 to $74,999",39
93,female,"$75,000 to $79,999",32
93,female,"$80,000 to $84,999",40
93,female,"$85,000 to $89,999",27
93,female,"$90,000 to $94,999",27
93,female,"$95,000 to $99,999",25
93,female,"Less than $14,999",328
94,male,"$100,000 to $124,999",35
94,male,"$125,000 to $149,999",21
94,male,"$15,000 to $19,999",67
94,male,"$150,000 to $174,999",16
94,male,"$175,000 to $199,999",10
94,male,"$20,000 to $24,999",84
94,male,"$200,000 to $249,999",10
94,male,"$25,000 to $29,999",61
94,male,"$250,000 and above",188
94,male,"$30,000 to $34,999",51
94,male,"$35,000 to $39,999",52
94,male,"$40,000 to $44,999",49
94,male,"$45,000 to $49,999",40
94,male,"$50,000 to $54,999",30
94,male,"$55,000 to $59,999",39
94,male,"$60,000 to $64,999",31
94,male,"$65,000 to $69,999",26
94,male,"$70,000 to $74,999",15
94,male,"$75,000 to $79,999",14
94,male,"$80,000 to $84,999",19
94,male,"$85,000 to $89,999",24
94,male,"$90,000 to $94,999",11
94,male,"$95,000 to $99,999",12
94,male,"Less than $14,999",105
94,female,"$100,000 to $124,999",60
94,female,"$125,000 to $149,999",29
94,female,"$15,000 to $19,999",228
94,female,"$150,000 to $174,999",18
94,female,"$175,000 to $199,999",19
94,female,"$20,000 to $24,999",176
94,female,"$200,000 to $249,999",17
94,female,"$25,000 to $29,999",139
94,female,"$250,000 and above",629
94,female,"$30,000 to $34,999",98
94,female,"$35,000 to $39,999",94
94,female,"$40,000 to $44,999",92
94,female,"$45,000 to $49,999",76
94,female,"$50,000 to $54,999",61
94,female,"$55,000 to $59,999",54
94,female,"$60,000 to $64,999",32
94,female,"$65,000 to $69,999",37
94,female,"$70,000 to $74,999",43
94,female,"$75,000 to $79,999",22
94,female,"$80,000 to $84,999",34
94,female,"$85,000 to $89,999",24
94,female,"$90,000 to $94,999",26
94,female,"$95,000 to $99,999",14
94,female,"Less than $14,999",349
95,male,"$100,000 to $124,999",158
95,male,"$125,000 to $149,999",83
95,male,"$15,000 to $19,999",187
95,male,"$150,000 to $174,999",48
95,male,"$175,000 to $199,999",42
95,male,"$20,000 to $24,999",210
95,male,"$200,000 to $249,999",49
95,male,"$25,000 to $29,999",202
95,male,"$250,000 and above",778
95,male,"$30,000 to $34,999",162
95,male,"$35,000 to $39,999",165
95,male,"$40,000 to $44,999",122
95,male,"$45,000 to $49,999",132
95,male,"$50,000 to $54,999",127
95,male,"$55,000 to $59,999",86
95,male,"$60,000 to $64,999",70
95,male,"$65,000 to $69,999",74
95,male,"$70,000 to $74,999",69
95,male,"$75,000 to $79,999",51
95,male,"$80,000 to $84,999",63
95,male,"$85,000 to $89,999",38
95,male,"$90,000 to $94,999",43
95,male,"$95,000 to $99,999",41
95,male,"Less than $14,999",262
95,female,"$100,000 to $124,999",235
95,female,"$125,000 to $149,999",123
95,female,"$15,000 to $19,999",593
95,female,"$150,000 to $174,999",83
95,female,"$175,000 to $199,999",58
95,female,"$20,000 to $24,999",502
95,female,"$200,000 to $249,999",84
95,female,"$25,000 to $29,999",407
95,female,"$250,000 and above",2751
95,female,"$30,000 to $34,999",293
95,female,"$35,000 to $39,999",279
95,female,"$40,000 to $44,999",233
95,female,"$45,000 to $49,999",191
95,female,"$50,000 to $54,999",170
95,female,"$55,000 to $59,999",152
95,female,"$60,000 to $64,999",129
95,female,"$65,000 to $69,999",139
95,female,"$70,000 to $74,999",125
95,female,"$75,000 to $79,999",81
95,female,"$80,000 to $84,999",82
95,female,"$85,000 to $89,999",77
95,female,"$90,000 to $94,999",70
95,female,"$95,000 to $99,999",62
95,female,"Less than $14,999",972
96,male,"$100,000 to $124,999",52
96,male,"$125,000 to $149,999",43
96,male,"$15,000 to $19,999",90
96,male,"$150,000 to $174,999",23
96,male,"$175,000 to $199,999",28
96,male,"$20,000 to $24,999",92
96,male,"$200,000 to $249,999",27
96,male,"$25,000 to $29,999",87
96,male,"$250,000 and above",282
96,male,"$30,000 to $34,999",82
96,male,"$35,000 to $39,999",81
96,male,"$40,000 to $44,999",55
96,male,"$45,000 to $49,999",55
96,male,"$50,000 to $54,999",50
96,male,"$55,000 to $59,999",45
96,male,"$60,000 to $64,999",39
96,male,"$65,000 to $69,999",39
96,male,"$70,000 to $74,999",24
96,male,"$75,000 to $79,999",28
96,male,"$80,000 to $84,999",24
96,male,"$85,000 to $89,999",30
96,male,"$90,000 to $94,999",17
96,male,"$95,000 to $99,999",16
96,male,"Less than $14,999",118
96,female,"$100,000 to $124,999",108
96,female,"$125,000 to $149,999",67
96,female,"$15,000 to $19,999",297
96,female,"$150,000 to $174,999",40
96,female,"$175,000 to $199,999",25
96,female,"$20,000 to $24,999",249
96,female,"$200,000 to $249,999",43
96,female,"$25,000 to $29,999",182
96,female,"$250,000 and above",1314
96,female,"$30,000 to $34,999",134
96,female,"$35,000 to $39,999",136
96,female,"$40,000 to $44,999",102
96,female,"$45,000 to $49,999",76
96,female,"$50,000 to $54,999",73
96,female,"$55,000 to $59,999",77
96,female,"$60,000 to $64,999",55
96,female,"$65,000 to $69,999",63
96,female,"$70,000 to $74,999",42
96,female,"$75,000 to $79,999",43
96,female,"$80,000 to $84,999",40
96,female,"$85,000 to $89,999",44
96,female,"$90,000 to $94,999",27
96,female,"$95,000 to $99,999",31
96,female,"Less than $14,999",430
97,male,"$100,000 to $124,999",6
97,male,"$125,000 to $149,999",1
97,male,"$15,000 to $19,999",2
97,male,"$150,000 to $174,999",2
97,male,"$175,000 to $199,999",3
97,male,"$20,000 to $24,999",7
97,male,"$200,000 to $249,999",2
97,male,"$25,000 to $29,999",1
97,male,"$250,000 and above",40
97,male,"$30,000 to $34,999",2
97,male,"$35,000 to $39,999",3
97,male,"$40,000 to $44,999",1
97,male,"$45,000 to $49,999",1
97,male,"$50,000 to $54,999",4
97,male,"$55,000 to $59,999",4
97,male,"$60,000 to $64,999",1
97,male,"$65,000 to $69,999",1
97,male,"$70,000 to $74,999",1
97,male,"$75,000 to $79,999",3
97,male,"$80,000 to $84,999",1
97,male,"$85,000 to $89,999",2
97,male,"Less than $14,999",3
97,female,"$100,000 to $124,999",14
97,female,"$125,000 to $149,999",6
97,female,"$15,000 to $19,999",14
97,female,"$150,000 to $174,999",6
97,female,"$175,000 to $199,999",5
97,female,"$20,000 to $24,999",12
97,female,"$200,000 to $249,999",2
97,female,"$25,000 to $29,999",11
97,female,"$250,000 and above",105
97,female,"$30,000 to $34,999",4
97,female,"$35,000 to $39,999",6
97,female,"$40,000 to $44,999",7
97,female,"$45,000 to $49,999",3
97,female,"$50,000 to $54,999",4
97,female,"$55,000 to $59,999",2
97,female,"$60,000 to $64,999",6
97,female,"$65,000 to $69,999",3
97,female,"$70,000 to $74,999",2
97,female,"$75,000 to $79,999",4
97,female,"$80,000 to $84,999",3
97,female,"$85,000 to $89,999",4
97,female,"$90,000 to $94,999",2
97,female,"$95,000 to $99,999",3
97,female,"Less than $14,999",32
